,country,year,gdp,electricity_demand,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,low_carbon_electricity,nuclear_electricity,oil_electricity,renewables_electricity,solar_electricity,wind_electricity
8148,Greece,2016,241.653891072,63.21,54.41,0.27,18.88,39.52,14.97,5.54,14.89,0.0,5.67,14.89,3.93,5.15
8149,Greece,2017,245.290991616,61.42,55.18,0.31,18.76,41.38,17.13,3.96,13.8,0.0,5.49,13.8,3.99,5.54
8150,Greece,2018,250.035847168,59.53,53.25,0.31,17.19,37.11,14.09,5.74,16.14,0.0,5.83,16.14,3.79,6.3
8893,Hong Kong,2000,216.781242368,38.47,29.45,0.0,17.44,29.45,11.86,0.0,0.0,0.0,0.15,0.0,0.0,0.0
8894,Hong Kong,2001,216.306581504,39.31,30.49,0.0,18.71,30.49,11.63,0.0,0.0,0.0,0.15,0.0,0.0,0.0
8895,Hong Kong,2002,218.1853184,40.26,32.25,0.0,20.96,32.25,11.12,0.0,0.0,0.0,0.17,0.0,0.0,0.0
8896,Hong Kong,2003,223.111692288,40.78,33.39,0.0,26.16,33.39,7.04,0.0,0.0,0.0,0.19,0.0,0.0,0.0
8897,Hong Kong,2004,240.644194304,41.66,34.91,0.07,23.97,34.84,10.64,0.0,0.07,0.0,0.23,0.07,0.0,0.0
8898,Hong Kong,2005,256.420806656,42.64,36.14,0.07,26.4,36.07,9.52,0.0,0.07,0.0,0.15,0.07,0.0,0.0
8899,Hong Kong,2006,272.324296704,42.67,36.3,0.07,23.0,36.23,13.1,0.0,0.07,0.0,0.13,0.07,0.0,0.0
8900,Hong Kong,2007,287.685148672,43.53,36.61,0.09,29.12,36.52,7.28,0.0,0.09,0.0,0.12,0.09,0.0,0.0
8901,Hong Kong,2008,291.529719808,42.96,35.71,0.05,28.35,35.66,7.16,0.0,0.05,0.0,0.15,0.05,0.0,0.0
8902,Hong Kong,2009,282.158628864,43.64,36.41,0.07,28.7,36.34,7.46,0.0,0.07,0.0,0.18,0.07,0.0,0.0
8903,Hong Kong,2010,298.918510592,43.94,36.04,0.08,25.59,35.96,10.22,0.0,0.08,0.0,0.15,0.08,0.0,0.0
8904,Hong Kong,2011,310.881386496,44.5,36.72,0.08,29.09,36.64,7.41,0.0,0.08,0.0,0.14,0.08,0.0,0.0
8905,Hong Kong,2012,316.167815168,45.79,36.47,0.08,28.91,36.39,6.73,0.0,0.08,0.0,0.75,0.08,0.0,0.0
8906,Hong Kong,2013,325.97458944,45.08,36.76,0.07,29.47,36.69,7.05,0.0,0.07,0.0,0.17,0.07,0.0,0.0
8907,Hong Kong,2014,334.980448256,46.52,37.46,0.08,28.55,37.38,8.61,0.0,0.08,0.0,0.22,0.08,0.0,0.0
8908,Hong Kong,2015,342.91712,46.28,35.72,0.07,24.27,35.65,11.19,0.0,0.07,0.0,0.19,0.07,0.0,0.0
8909,Hong Kong,2016,350.065655808,46.42,36.0,0.13,22.93,35.87,12.62,0.0,0.13,0.0,0.32,0.13,0.0,0.0
8910,Hong Kong,2017,363.336761344,46.08,34.85,0.13,21.59,34.71,12.76,0.0,0.14,0.0,0.36,0.14,0.01,0.0
8911,Hong Kong,2018,373.682634752,46.46,34.42,0.13,21.66,34.28,12.37,0.0,0.14,0.0,0.25,0.14,0.01,0.0
9197,India,2000,2773.211152384,572.74,571.39,1.69,390.23,475.35,55.96,76.99,96.04,15.77,29.16,80.27,0.01,1.58
9198,India,2001,2906.877853696,587.36,586.09,2.07,408.29,491.01,55.93,72.02,95.08,18.89,26.79,76.19,0.01,2.09
9199,India,2002,2989.575634944,610.99,609.64,2.14,426.7,517.51,62.88,68.54,92.13,19.35,27.93,72.78,0.01,2.09
9200,India,2003,3212.953780224,639.82,638.13,2.71,441.47,545.36,72.8,69.3,92.77,18.14,31.09,74.63,0.02,2.6
9201,India,2004,3454.210932736,700.02,698.32,3.31,463.01,567.86,76.58,100.64,130.46,21.26,28.27,109.2,0.02,5.23
9202,India,2005,3709.371154432,706.07,704.52,4.04,478.48,579.32,75.47,97.42,125.2,17.73,25.37,107.47,0.02,5.99
9203,India,2006,4024.05851136,747.17,744.43,5.59,505.46,599.24,74.7,112.62,145.19,17.63,19.08,127.56,0.01,9.34
9204,India,2007,4355.554279424,801.2,796.26,7.4,533.27,636.68,90.05,122.61,159.58,17.83,13.36,141.75,0.06,11.68
9205,India,2008,4601.841975296,833.92,828.41,9.3,573.12,674.27,85.88,115.17,154.14,15.23,15.27,138.91,0.06,14.38
9206,India,2009,4945.730863104,885.01,879.71,11.64,611.11,728.56,104.37,106.34,151.15,16.82,13.08,134.33,0.08,16.27
9207,India,2010,5314.516615168,943.02,937.47,14.3,642.97,771.78,118.03,108.74,165.69,23.08,10.78,142.61,0.11,19.46
9208,India,2011,5675.6666368,1039.12,1034.0,17.14,701.25,828.16,117.56,131.7,205.84,32.22,9.35,173.62,0.83,23.95
9209,India,2012,5949.387964416,1096.48,1091.84,19.94,787.13,893.45,96.25,115.78,198.39,33.14,10.07,165.25,2.1,27.43
9210,India,2013,6320.315957248,1150.09,1146.14,22.48,847.97,924.93,66.31,131.98,221.21,33.31,10.65,187.9,3.43,30.01
9211,India,2014,6754.740994048,1262.79,1262.22,24.68,949.93,1025.49,64.01,139.0,236.73,34.69,11.55,202.04,4.91,33.45
9212,India,2015,7259.602550784,1322.19,1322.1,30.62,1006.55,1080.58,64.77,133.28,241.52,38.31,9.26,203.21,6.57,32.74
9213,India,2016,7767.449403392,1400.65,1401.74,24.82,1073.6,1155.63,72.62,128.38,246.11,37.9,9.41,208.21,11.56,43.45
9214,India,2017,8275.647004672,1469.2,1471.33,24.91,1115.24,1199.02,74.99,135.82,272.31,37.41,8.79,234.9,21.54,52.63
9215,India,2018,8835.75750656,1575.08,1579.18,27.22,1198.86,1276.52,71.26,139.75,302.66,39.05,6.4,263.61,36.33,60.31
9320,Indonesia,2000,1138.30002688,98.04,98.04,4.28,34.0,78.44,31.93,10.02,19.6,0.0,12.51,19.6,0.0,0.0
9321,Indonesia,2001,1185.220919296,106.16,106.16,4.58,37.71,83.97,33.09,11.65,22.19,0.0,13.17,22.19,0.0,0.0
9322,Indonesia,2002,1244.249980928,113.04,113.04,4.7,42.93,92.04,29.26,9.93,21.0,0.0,19.85,21.0,0.0,0.0
9323,Indonesia,2003,1309.811277824,117.39,117.39,4.8,46.46,97.57,27.95,9.1,19.82,0.0,23.16,19.82,0.0,0.0
9324,Indonesia,2004,1381.839929344,124.78,124.78,5.01,48.21,103.81,26.76,9.67,20.97,0.0,28.84,20.97,0.0,0.0
9325,Indonesia,2005,1467.344879616,132.89,132.89,5.33,51.83,110.23,21.7,10.73,22.66,0.0,36.7,22.66,0.0,0.0
9326,Indonesia,2006,1555.183173632,138.0,138.0,4.9,58.67,116.82,23.95,9.62,21.18,0.0,34.2,21.18,0.0,0.0
9327,Indonesia,2007,1661.589520384,148.4,148.4,5.98,63.9,124.11,24.8,11.29,24.29,0.0,35.41,24.29,0.0,0.0
9328,Indonesia,2008,1793.465253888,155.9,155.9,6.5,61.49,129.56,27.76,11.53,26.34,0.0,40.31,26.34,0.0,0.0
9329,Indonesia,2009,1886.33448448,162.87,162.87,6.11,65.91,136.08,40.4,11.38,26.79,0.0,29.77,26.79,0.0,0.0
9330,Indonesia,2010,2015.864815616,177.56,177.56,7.81,68.48,142.93,38.83,17.46,34.63,0.0,35.62,34.63,0.0,0.0
9331,Indonesia,2011,2150.142705664,191.88,191.88,8.65,81.09,161.42,39.16,12.42,30.46,0.0,41.17,30.46,0.0,0.0
9332,Indonesia,2012,2279.736344576,208.96,208.96,8.87,102.17,177.85,48.92,12.8,31.11,0.0,26.76,31.11,0.0,0.0
9333,Indonesia,2013,2406.465929216,225.18,225.18,9.14,111.25,189.68,58.05,16.92,35.5,0.0,20.38,35.5,0.01,0.0
9334,Indonesia,2014,2526.852677632,237.55,237.54,9.18,119.53,203.13,60.54,15.16,34.41,0.0,23.06,34.41,0.01,0.0
9335,Indonesia,2015,2650.203488256,243.29,243.28,9.75,124.66,209.72,54.14,13.74,33.56,0.0,30.92,33.56,0.01,0.0
9336,Indonesia,2016,2783.164760064,258.24,257.55,10.21,135.38,217.97,61.79,18.68,39.58,0.0,20.8,39.58,0.02,0.01
9337,Indonesia,2017,2924.27137024,266.93,265.81,11.45,147.96,222.64,55.83,18.63,43.17,0.0,18.85,43.17,0.03,0.0
9338,Indonesia,2018,3075.456106496,285.29,283.79,12.13,160.01,235.41,57.45,21.64,48.38,0.0,17.95,48.38,0.09,0.19
9443,Iran,2000,600.69216256,118.63,119.35,0.0,0.48,115.53,81.56,3.78,3.82,0.0,33.49,3.82,0.0,0.04
9444,Iran,2001,642.713059328,127.29,127.59,0.0,0.47,123.44,89.5,4.12,4.15,0.0,33.47,4.15,0.0,0.03
9445,Iran,2002,708.074733568,138.42,138.23,0.0,0.52,130.19,98.04,8.01,8.04,0.0,31.63,8.04,0.0,0.03
9446,Iran,2003,787.813564416,152.22,151.65,0.0,0.47,142.03,109.85,9.59,9.62,0.0,31.71,9.62,0.0,0.03
9447,Iran,2004,859.884224512,163.09,162.76,0.0,0.48,150.78,114.61,11.93,11.98,0.0,35.69,11.98,0.0,0.05
9448,Iran,2005,919.502782464,176.39,177.07,0.0,0.57,162.55,124.58,14.45,14.52,0.0,37.4,14.52,0.0,0.07
9449,Iran,2006,1006.243938304,193.2,193.43,0.0,0.56,174.79,125.12,18.51,18.64,0.0,49.11,18.64,0.0,0.13
9450,Iran,2007,1109.29051648,202.44,203.12,0.0,0.57,185.02,138.75,17.96,18.1,0.0,45.7,18.1,0.0,0.14
9451,Iran,2008,1141.26946304,208.3,210.49,0.0,0.39,202.85,135.06,7.44,7.64,0.0,67.4,7.64,0.0,0.2
9452,Iran,2009,1215.221465088,217.73,221.81,0.0,0.38,214.86,149.41,6.72,6.95,0.0,65.07,6.95,0.0,0.23
9453,Iran,2010,1316.410097664,231.99,235.68,0.01,0.35,225.25,173.85,10.25,10.43,0.0,51.05,10.43,0.0,0.17
9454,Iran,2011,1352.440086528,230.58,235.59,0.02,0.43,224.57,142.33,10.68,11.02,0.11,81.81,10.91,0.0,0.21
9455,Iran,2012,1271.703928832,241.62,248.75,0.02,0.4,234.5,156.36,12.5,14.25,1.45,77.74,12.8,0.0,0.28
9456,Iran,2013,1249.34815744,250.98,258.86,0.02,0.46,239.74,137.69,14.62,19.12,4.26,101.59,14.86,0.0,0.22
9457,Iran,2014,1284.499832832,269.74,275.63,0.05,0.53,256.81,192.0,14.5,18.82,4.07,64.28,14.75,0.0,0.2
9458,Iran,2015,1282.580676608,277.57,280.24,0.02,0.46,263.33,206.61,13.25,16.91,3.5,56.26,13.41,0.0,0.14
9459,Iran,2016,1342.488838144,283.66,286.13,0.02,0.49,264.06,225.31,15.42,22.07,6.47,38.26,15.6,0.0,0.16
9460,Iran,2017,1434.521042944,300.85,305.17,0.02,0.69,280.55,252.5,17.23,24.62,6.96,27.36,17.66,0.09,0.32
9461,Iran,2018,1398.995943424,308.64,312.35,0.02,0.69,294.63,266.29,9.84,17.72,6.89,27.65,10.83,0.22,0.75
9566,Iraq,2000,89.27711232,30.03,30.03,0.0,0.0,29.42,5.63,0.61,0.61,0.0,23.79,0.61,0.0,0.0
9567,Iraq,2001,104.531812352,30.35,30.35,0.0,0.0,29.74,4.93,0.61,0.61,0.0,24.81,0.61,0.0,0.0
9568,Iraq,2002,120.219820032,31.85,31.85,0.0,0.0,31.34,4.23,0.51,0.51,0.0,27.11,0.51,0.0,0.0
9569,Iraq,2003,100.98388992,26.67,26.67,0.0,0.0,26.24,2.79,0.43,0.43,0.0,23.45,0.43,0.0,0.0
9570,Iraq,2004,166.055247872,31.71,30.39,0.0,0.0,29.9,1.79,0.49,0.49,0.0,28.11,0.49,0.0,0.0
9571,Iraq,2005,180.541587456,30.12,28.88,0.0,0.0,22.94,9.43,5.94,5.94,0.0,13.51,5.94,0.0,0.0
9572,Iraq,2006,203.390877696,34.79,32.1,0.0,0.0,26.06,10.97,6.04,6.04,0.0,15.09,6.04,0.0,0.0
9573,Iraq,2007,220.479586304,33.73,31.53,0.0,0.0,25.85,9.78,5.68,5.68,0.0,16.07,5.68,0.0,0.0
9574,Iraq,2008,253.769580544,37.77,34.8,0.0,0.0,31.35,12.3,3.45,3.45,0.0,19.05,3.45,0.0,0.0
9575,Iraq,2009,279.575789568,48.61,43.02,0.0,0.0,39.83,13.77,3.19,3.19,0.0,26.06,3.19,0.0,0.0
9576,Iraq,2010,318.132289536,51.65,46.21,0.0,0.0,41.49,14.16,4.72,4.72,0.0,27.33,4.72,0.0,0.0
9577,Iraq,2011,367.344648192,58.06,50.83,0.0,0.0,47.47,17.06,3.36,3.36,0.0,30.41,3.36,0.0,0.0
9578,Iraq,2012,420.047355904,53.65,43.48,0.0,0.0,39.13,9.66,4.35,4.35,0.0,29.47,4.35,0.0,0.0
9579,Iraq,2013,454.20314624,67.4,55.2,0.0,0.0,50.44,11.61,4.71,4.76,0.0,38.83,4.76,0.05,0.0
9580,Iraq,2014,459.176935424,76.16,63.91,0.0,0.0,60.95,13.98,2.9,2.96,0.0,46.97,2.96,0.06,0.0
9581,Iraq,2015,481.95518464,77.85,64.75,0.0,0.0,62.17,15.82,2.52,2.58,0.0,46.35,2.58,0.06,0.0
9582,Iraq,2016,529.71700224,87.43,75.46,0.0,0.0,72.06,19.17,3.34,3.4,0.0,52.89,3.4,0.06,0.0
9583,Iraq,2017,516.500586496,94.08,82.29,0.0,0.0,80.08,26.68,2.15,2.21,0.0,53.4,2.21,0.06,0.0
9584,Iraq,2018,513.59268864,104.9,83.11,0.0,0.0,80.93,33.28,1.8,2.18,0.0,47.65,2.18,0.38,0.0
9679,Ireland,1990,66.087473152,14.23,14.23,0.0,5.92,13.53,3.94,0.7,0.7,0.0,3.67,0.7,0.0,0.0
9680,Ireland,1991,67.936149504,14.93,14.93,0.0,5.85,14.18,3.75,0.75,0.75,0.0,4.58,0.75,0.0,0.0
9681,Ireland,1992,71.167893504,15.78,15.78,0.0,6.66,14.96,3.65,0.82,0.82,0.0,4.65,0.82,0.0,0.0
9682,Ireland,1993,73.646604288,16.14,16.14,0.0,6.62,15.37,4.53,0.76,0.77,0.0,4.22,0.77,0.0,0.01
9683,Ireland,1994,78.875959296,16.83,16.83,0.0,6.68,15.89,4.46,0.92,0.94,0.0,4.75,0.94,0.0,0.02
9684,Ireland,1995,87.428767744,17.59,17.61,0.0,7.02,16.88,5.16,0.71,0.73,0.0,4.7,0.73,0.0,0.02
9685,Ireland,1996,96.464093184,18.78,18.91,0.03,6.99,18.15,6.29,0.72,0.76,0.0,4.87,0.76,0.0,0.01
9686,Ireland,1997,108.048252928,19.68,19.69,0.08,6.79,18.88,6.57,0.68,0.81,0.0,5.52,0.81,0.0,0.05
9687,Ireland,1998,118.272466944,20.97,20.89,0.09,6.74,19.71,6.43,0.92,1.18,0.0,6.54,1.18,0.0,0.17
9688,Ireland,1999,132.615405568,22.01,21.77,0.09,5.83,20.64,6.96,0.85,1.13,0.0,7.85,1.13,0.0,0.19
9689,Ireland,2000,147.422871552,23.77,23.67,0.09,6.82,22.49,9.26,0.85,1.18,0.0,6.41,1.18,0.0,0.24
9690,Ireland,2001,158.125555712,24.39,24.64,0.1,7.06,23.61,9.15,0.6,1.03,0.0,7.4,1.03,0.0,0.33
9691,Ireland,2002,168.84621312,25.34,24.84,0.08,6.82,23.46,10.83,0.91,1.38,0.0,5.81,1.38,0.0,0.39
9692,Ireland,2003,177.045291008,26.03,24.86,0.09,6.2,23.72,13.04,0.6,1.14,0.0,4.48,1.14,0.0,0.45
9693,Ireland,2004,191.10526976,26.79,25.22,0.11,6.23,23.83,12.9,0.63,1.39,0.0,4.7,1.39,0.0,0.65
9694,Ireland,2005,204.428607488,27.66,25.62,0.13,6.39,23.75,11.57,0.63,1.87,0.0,5.79,1.87,0.0,1.11
9695,Ireland,2006,218.886733824,28.89,27.11,0.13,5.88,24.64,13.79,0.72,2.47,0.0,4.97,2.47,0.0,1.62
9696,Ireland,2007,229.784272896,29.7,28.37,0.18,5.44,25.56,16.06,0.67,2.81,0.0,4.06,2.81,0.0,1.96
9697,Ireland,2008,222.239932416,30.37,29.92,0.22,5.14,26.32,16.72,0.97,3.6,0.0,4.46,3.6,0.0,2.41
9698,Ireland,2009,214.513696768,28.73,27.97,0.26,4.0,23.85,16.3,0.9,4.12,0.0,3.55,4.12,0.0,2.96
9699,Ireland,2010,221.367779328,28.63,28.16,0.31,3.55,24.44,18.11,0.6,3.72,0.0,2.78,3.72,0.0,2.81
9700,Ireland,2011,223.963938816,27.65,27.16,0.34,3.94,21.73,15.43,0.71,5.43,0.0,2.36,5.43,0.0,4.38
9701,Ireland,2012,221.94397184,27.54,27.13,0.44,5.02,21.88,14.14,0.8,5.25,0.0,2.72,5.25,0.0,4.01
9702,Ireland,2013,225.008336896,27.81,25.57,0.49,4.28,19.94,13.13,0.6,5.63,0.0,2.53,5.63,0.0,4.54
9703,Ireland,2014,244.831715328,27.96,25.81,0.54,3.96,19.42,12.64,0.71,6.39,0.0,2.82,6.39,0.0,5.14
9704,Ireland,2015,254.79348224,28.77,28.1,0.48,4.87,20.24,12.37,0.81,7.86,0.0,3.0,7.86,0.0,6.57
9705,Ireland,2016,268.69547008,29.52,30.23,0.68,4.7,22.71,15.33,0.68,7.52,0.0,2.68,7.52,0.01,6.15
9706,Ireland,2017,290.581577728,29.98,30.66,0.74,3.64,21.78,15.68,0.69,8.88,0.0,2.46,8.88,0.01,7.44
9707,Ireland,2018,314.321666048,30.87,30.9,0.85,2.15,20.7,16.02,0.69,10.2,0.0,2.53,10.2,0.02,8.64
9925,Italy,1990,1475.485237248,247.8,213.15,0.05,32.05,178.25,39.71,31.63,34.9,0.0,106.49,34.9,0.0,0.0
9926,Italy,1991,1508.72326144,253.51,218.43,0.11,28.5,172.9,36.34,42.24,45.53,0.0,108.06,45.53,0.0,0.0
9927,Italy,1992,1531.922481152,257.67,222.37,0.1,21.36,176.6,35.48,42.2,45.77,0.0,119.76,45.77,0.01,0.0
9928,Italy,1993,1529.549684736,258.82,219.39,0.12,16.66,174.17,39.96,41.42,45.22,0.0,117.55,45.22,0.01,0.0
9929,Italy,1994,1573.413584896,266.05,228.45,0.15,19.86,180.2,40.8,44.66,48.25,0.0,119.54,48.25,0.01,0.01
9930,Italy,1995,1630.1981696,274.43,237.0,0.22,24.12,195.54,47.0,37.78,41.46,0.0,124.42,41.46,0.01,0.01
9931,Italy,1996,1662.791450624,276.44,239.05,0.38,22.08,192.83,50.19,42.04,46.22,0.0,120.56,46.22,0.01,0.03
9932,Italy,1997,1705.185902592,284.64,245.81,0.56,20.51,199.62,61.29,41.6,46.19,0.0,117.82,46.19,0.01,0.12
9933,Italy,1998,1744.897703936,293.66,252.93,0.8,23.31,206.45,70.88,41.22,46.48,0.0,112.26,46.48,0.02,0.23
9934,Italy,1999,1784.528371712,300.61,258.6,1.13,23.81,207.28,86.98,45.37,51.32,0.0,96.49,51.32,0.02,0.4
9935,Italy,2000,1863.750516736,313.5,269.15,1.39,26.28,218.28,101.36,44.2,50.87,0.0,90.64,50.87,0.02,0.56
9936,Italy,2001,1910.079750144,319.46,271.08,1.83,31.73,216.73,104.19,46.81,54.35,0.0,80.81,54.35,0.02,1.18
9937,Italy,2002,1928.25982976,327.36,276.76,2.71,35.45,228.45,99.41,39.52,48.31,0.0,93.59,48.31,0.02,1.4
9938,Italy,2003,1944.748163072,336.35,285.38,3.37,38.81,238.52,117.3,36.67,46.86,0.0,82.41,46.86,0.02,1.46
9939,Italy,2004,1989.3649408,340.45,294.82,4.22,45.52,240.95,129.84,42.34,53.87,0.0,65.59,53.87,0.03,1.84
9940,Italy,2005,2022.361923584,344.87,295.72,4.67,43.61,247.29,149.33,36.07,48.43,0.0,54.35,48.43,0.03,2.34
9941,Italy,2006,2077.408362496,351.66,306.67,5.11,44.21,256.03,158.14,36.99,50.64,0.0,53.68,50.64,0.04,2.97
9942,Italy,2007,2122.822582272,353.49,307.21,5.26,44.11,259.49,172.71,32.82,47.72,0.0,42.67,47.72,0.04,4.03
9943,Italy,2008,2115.28712192,352.53,312.5,5.97,43.07,254.34,172.77,41.62,58.16,0.0,38.5,58.16,0.19,4.86
9944,Italy,2009,2013.344956416,332.54,287.58,7.56,39.74,218.32,147.36,49.14,69.26,0.0,31.22,69.26,0.68,6.54
9945,Italy,2010,2061.694140416,342.06,297.9,9.44,39.73,220.93,152.81,51.12,76.97,0.0,28.39,76.97,1.91,9.12
9946,Italy,2011,2088.11720704,345.46,299.73,10.83,44.73,216.78,144.6,45.82,82.95,0.0,27.45,82.95,10.8,9.85
9947,Italy,2012,2029.244776448,339.58,296.48,12.49,49.14,204.26,129.14,41.87,92.22,0.0,25.98,92.22,18.86,13.41
9948,Italy,2013,1994.21329408,329.21,287.07,17.08,45.1,175.07,108.91,52.77,112.0,0.0,21.06,112.0,21.59,14.9
9949,Italy,2014,1996.478611456,321.16,277.44,18.72,43.45,156.76,93.66,58.55,120.68,0.0,19.65,120.68,22.31,15.18
9950,Italy,2015,2012.113928192,327.33,280.95,19.39,43.2,172.06,110.88,45.54,108.89,0.0,17.98,108.89,22.94,14.84
9951,Italy,2016,2026.95507968,324.23,287.2,19.5,35.61,179.19,126.17,42.43,108.01,0.0,17.41,108.01,22.1,17.69
9952,Italy,2017,2060.76182528,331.09,293.33,19.37,32.63,189.44,140.36,36.2,103.89,0.0,16.45,103.89,24.38,17.74
9953,Italy,2018,2077.209133056,331.29,287.39,19.14,28.47,172.98,128.56,48.79,114.41,0.0,15.95,114.41,22.65,17.72
10100,Japan,2000,4215.551819776,1099.67,1099.67,16.11,238.24,679.52,258.5,84.47,420.15,319.12,182.78,101.03,0.34,0.11
10101,Japan,2001,4230.083772416,1083.15,1083.15,16.03,253.91,664.29,256.52,81.54,418.86,320.54,153.86,98.32,0.5,0.25
10102,Japan,2002,4232.499429376,1103.08,1103.08,16.94,264.43,690.18,252.76,80.6,412.9,314.26,172.99,98.64,0.69,0.41
10103,Japan,2003,4294.503825408,1092.59,1092.59,17.88,292.06,750.38,273.1,92.47,342.21,230.08,185.22,112.13,0.95,0.83
10104,Japan,2004,4386.537340928,1121.19,1121.19,18.05,295.39,722.89,257.86,91.67,398.3,285.87,169.64,112.43,1.27,1.44
10105,Japan,2005,4456.73373696,1153.07,1153.07,21.69,319.2,757.24,253.09,77.56,395.83,293.04,184.95,102.79,1.63,1.91
10106,Japan,2006,4517.298438144,1164.35,1164.35,21.53,311.34,745.59,280.04,88.81,418.76,304.29,154.21,114.47,2.0,2.13
10107,Japan,2007,4589.238091776,1180.11,1180.11,22.2,317.31,799.34,296.85,74.51,380.77,279.01,185.18,101.76,2.31,2.74
10108,Japan,2008,4536.23414784,1183.7,1183.7,21.29,333.7,829.98,324.83,75.16,353.72,251.74,171.45,101.98,2.59,2.94
10109,Japan,2009,4287.889670144,1114.02,1114.02,20.33,312.08,742.09,324.72,70.47,371.93,274.65,105.29,97.28,3.05,3.43
10110,Japan,2010,4464.955621376,1156.03,1156.03,21.83,316.85,745.44,326.09,88.5,410.59,292.35,102.5,118.24,3.98,3.93
10111,Japan,2011,4456.991162368,1104.2,1104.2,21.11,285.07,827.77,379.83,82.49,276.43,162.93,162.87,113.5,5.44,4.46
10112,Japan,2012,4523.675353088,1106.88,1106.88,22.13,334.3,977.56,435.49,77.1,129.32,17.99,207.77,111.33,7.37,4.73
10113,Japan,2013,4614.146490368,1087.76,1087.76,23.18,362.55,952.61,423.58,79.33,135.15,14.6,166.48,120.55,12.91,5.13
10114,Japan,2014,4629.616132096,1062.72,1062.72,23.63,355.6,928.82,450.88,81.71,133.9,0.0,122.34,133.9,23.55,5.01
10115,Japan,2015,4685.42816256,1030.12,1030.12,28.49,349.64,871.58,417.5,85.77,158.54,4.52,104.44,154.02,34.54,5.22
10116,Japan,2016,4732.216672256,1035.1,1035.1,23.67,345.24,865.65,421.84,79.43,169.45,17.68,98.57,151.77,43.33,5.34
10117,Japan,2017,4844.015321088,1042.07,1042.07,27.39,342.88,846.25,428.92,79.29,195.82,29.07,74.45,166.75,54.24,5.83
10118,Japan,2018,4867.010592768,1053.18,1053.18,30.13,345.13,824.28,425.37,81.11,228.9,49.11,53.78,179.79,62.11,6.44
10180,Kazakhstan,2000,142.75805184,54.66,51.64,0.0,35.9,44.11,5.52,7.53,7.53,0.0,2.69,7.53,0.0,0.0
10181,Kazakhstan,2001,162.896068608,57.18,55.38,0.0,39.08,47.3,5.89,8.08,8.08,0.0,2.33,8.08,0.0,0.0
10182,Kazakhstan,2002,179.806994432,58.72,58.33,0.0,40.14,49.44,6.23,8.89,8.89,0.0,3.07,8.89,0.0,0.0
10183,Kazakhstan,2003,197.584060416,62.39,63.86,0.0,45.83,55.24,6.82,8.62,8.62,0.0,2.59,8.62,0.0,0.0
10184,Kazakhstan,2004,217.713229824,64.78,66.95,0.0,50.56,58.89,7.15,8.06,8.06,0.0,1.18,8.06,0.0,0.0
10185,Kazakhstan,2005,240.091856896,67.79,67.92,0.0,50.17,60.06,7.26,7.86,7.86,0.0,2.63,7.86,0.0,0.0
10186,Kazakhstan,2006,267.206115328,71.88,71.66,0.0,49.32,63.89,8.0,7.77,7.77,0.0,6.57,7.77,0.0,0.0
10187,Kazakhstan,2007,292.53353472,76.7,76.62,0.0,56.25,68.45,5.05,8.17,8.17,0.0,7.15,8.17,0.0,0.0
10188,Kazakhstan,2008,303.795863552,80.64,80.35,0.0,61.6,72.89,8.21,7.46,7.46,0.0,3.08,7.46,0.0,0.0
10189,Kazakhstan,2009,309.091467264,78.06,78.73,0.0,58.11,71.85,12.86,6.88,6.88,0.0,0.88,6.88,0.0,0.0
10190,Kazakhstan,2010,333.426884608,83.81,82.65,0.0,66.66,74.63,7.35,8.02,8.02,0.0,0.62,8.02,0.0,0.0
10191,Kazakhstan,2011,360.33871872,87.37,86.58,0.0,70.22,78.7,7.94,7.88,7.88,0.0,0.54,7.88,0.0,0.0
10192,Kazakhstan,2012,378.347749376,91.94,90.62,0.0,67.63,82.98,14.63,7.64,7.64,0.0,0.72,7.64,0.0,0.0
10193,Kazakhstan,2013,401.054334976,91.76,92.61,0.0,69.0,84.88,15.34,7.73,7.73,0.0,0.54,7.73,0.0,0.0
10194,Kazakhstan,2014,418.303442944,93.47,94.64,0.0,67.16,86.37,18.19,8.26,8.27,0.0,1.02,8.27,0.0,0.01
10195,Kazakhstan,2015,423.31783168,91.65,91.65,0.0,63.35,82.2,17.61,9.27,9.45,0.0,1.24,9.45,0.05,0.13
10196,Kazakhstan,2016,427.912429568,93.38,94.63,0.0,61.22,82.65,19.51,11.62,11.98,0.0,1.92,11.98,0.09,0.27
10197,Kazakhstan,2017,445.456809984,98.76,103.12,0.0,68.94,91.48,21.76,11.21,11.64,0.0,0.78,11.64,0.09,0.34
10198,Kazakhstan,2018,463.720546304,103.79,107.27,0.0,74.83,96.36,21.47,10.38,10.91,0.0,0.06,10.91,0.14,0.39
11465,Malaysia,2000,305.415979008,69.88,69.9,0.57,4.04,62.34,55.94,6.99,7.56,0.0,2.36,7.56,0.0,0.0
11466,Malaysia,2001,309.255241728,75.69,75.78,0.57,6.24,69.14,60.11,6.07,6.64,0.0,2.79,6.64,0.0,0.0
11467,Malaysia,2002,328.308785152,80.8,80.87,0.4,9.56,75.06,60.01,5.41,5.81,0.0,5.49,5.81,0.0,0.0
11468,Malaysia,2003,349.844013056,83.21,83.31,0.42,13.44,77.8,60.39,5.09,5.51,0.0,3.97,5.51,0.0,0.0
11469,Malaysia,2004,376.296144896,96.11,96.06,0.58,22.63,89.91,63.88,5.57,6.15,0.0,3.4,6.15,0.0,0.0
